,name
472889,Viscerid Deepwalker
472909,Walk the Aeons
472919,Wipe Away
472960,Corpulent Corpse
472969,Curse of the Cabal
472980,Cyclopean Giant
472997,Deathspore Thallid
473008,Demonic Collusion
473028,Drudge Reavers
473057,Faceless Devourer
473077,Feebleness
473104,Liege of the Pit
473115,Lim-Dûl the Necromancer
473126,Living End
473148,Mana Skimmer
473158,Mindlash Sliver
473169,Mindstab
473178,Nether Traitor
473229,Premature Burial
473239,Psychotic Episode
473248,Sangrophage
473258,Sengir Nosferatu
473268,Skittering Monstrosity
473277,Skulking Knight
473306,Stronghold Overseer
473317,Sudden Death
473348,Traitor's Clutch
473357,Trespasser il-Vec
473377,Vampiric Sliver
473388,Viscid Lemures
473398,Aetherflame Wall
473426,Basalt Gargoyle
473434,Blazing Blade Askari
473485,Conflagrate
473505,Firemaw Kavu
473514,Flamecore Elemental
473522,Flowstone Channeler
473550,Ghitu Firebreathing
473560,Goblin Skycutter
473589,Ground Rift
473610,Ignite Memories
473620,Ironclaw Buzzardiers
473657,Magus of the Scroll
473705,Plunder
473716,Reiterate
473748,Subterranean Shambler
473778,Tectonic Fiend
473787,Thick-Skinned Goblin
473818,Viashino Bladescout
473826,Volcanic Awakening
473856,Aether Web
473866,Ashcoat Bear
473876,Aspect of Mongoose
473885,Chameleon Blur
473903,Durkwood Tracker
473931,Glass Asp
473941,Greenseeker
473960,Herd Gnarr
473970,Hypergenesis
474020,Molder
474031,Mwonvuli Acid-Moss
474050,Pendelhaven Elder
474070,Phantom Wurm
474079,Primal Forcemage
474089,Savage Thallid
474097,Scarwood Treefolk
474134,Spike Tiller
474145,Spinneret Sliver
474167,Sprout
474178,Squall Line
474188,Stonewood Invocation
474227,Thelon of Havenwood
474249,Thrill of the Hunt
474270,Unyaro Bees
474290,Wormwood Dryad
474299,Wurmcalling
474320,Dementia Sliver
474331,"Dralnu, Lich Lord"
474413,Saffi Eriksdotter
474434,"Stonebrow, Krosan Hero"
474454,Brass Gnat
474463,Candles of Leng
474484,Chronatog Totem
474504,Foriysian Totem
474526,Hivestone
474537,Jhoira's Timebug
474548,Locket of Yesterdays
474597,"Sarpadian Empires, Vol. VII"
474618,Thunder Totem
474639,Venser's Sliver
474649,Weatherseed Totem
474668,Calciform Pools
478631,Academy Rector
478641,Archery Training
478661,Capashen Standard
478672,Capashen Templar
478692,Fend Off
478702,Field Surgeon
478712,Flicker
478723,Jasmine Seer
478733,Mask of Law and Grace
478752,Opalescence
478762,Reliquary Monk
478772,Replenish
478792,Scent of Jasmine
478832,Tethered Griffin
478842,Tormented Angel
478853,Voice of Duty
478862,Voice of Reason
478872,Wall of Glare
478901,Brine Seer
478911,Bubbling Beebles
478920,Disappear
478930,Donate
478940,Fatigue
478950,Fledgling Osprey
478960,Illuminated Wings
478970,Iridescent Drake
478980,Kingfisher
478990,Mental Discipline
479010,Metathran Soldier
479030,Private Research
479068,Scent of Brine
479114,Treachery
479153,Bubbling Muck
479161,Carnival of Souls
479172,Chime of Night
479183,Disease Carriers
479194,Dying Wail
479203,Encroach
479223,Festering Wound
479232,Lurking Jackals
479242,Nightshade Seer
479273,Plague Dogs
479283,Rapid Decay
479303,Scent of Nightshade
479323,Slinking Skirge
479342,Squirming Mass
479362,Yawgmoth's Bargain
479372,Aether Sting
479392,Cinder Seer
479403,Colos Yearling
479413,Covetous Dragon
479424,Flame Jet
479434,Goblin Berserker
479444,Goblin Festival
479464,Goblin Marshal
479474,Goblin Masons
479503,Incendiary
479533,Landslide
479543,Mark of Fury
479611,Wild Colos
479640,Elvish Lookout
479681,Goliath Beetle
479691,Heart Warden
479710,Ivy Seer
479721,Magnify
479731,Marker Beetles
479742,Momentum
479752,Multani's Decree
479762,Pattern of Rebirth
479793,"Rofellos, Llanowar Emissary"
479804,Rofellos's Gift
479813,Scent of Ivy
479875,Braidwood Cup
479885,Braidwood Sextant
479895,Brass Secretary
479953,Masticore
479984,Scrying Glass
480013,Thran Foundry
480045,Yavimaya Hollow
480194,Charm School
480199,The Cheese Stands Alone
480203,Double Dip
480208,Get a Life
480212,"I'm Rubber, You're Glue"
480216,Knight of the Hokey Pokey
480220,Lexivore
480224,"Look at Me, I'm the DCI"
480228,Mesa Chicken
480232,Miss Demeanor
480236,Once More with Feeling
480241,Prismatic Wardrobe
480246,Sex Appeal
480250,Bureaucracy
480254,Censorship
480257,Checks and Balances
480261,Chicken à la King
480265,Clambassadors
480270,Clam-I-Am
480275,Clam Session
480280,Common Courtesy
480285,Denied!
480289,Double Take
480293,Fowl Play
480297,Free-for-All
480302,Psychic Network
480306,Sorry
480311,B.F.M. (Big Furry Monster)
480319,Deadhead
480323,Double Cross
480327,Handcuffs
480331,Infernal Spawn of Evil
480336,Jumbo Imp
480340,Organ Harvest
480344,Ow
480349,Poultrygeist
480354,Temp of the Damned
480358,Volrath's Motion Sensor
480363,Burning Cinder Fury of Crimson Chaos Fire
480368,Chicken Egg
480373,Double Deal
480377,Goblin Bookie
480382,Goblin Bowling Team
480386,Goblin Tutor
480390,Hurloon Wrangler
480394,Jalum Grifter
480399,Krazy Kow
480404,Landfill
480408,Ricochet
480412,Spark Fiend
480417,"Strategy, Schmategy"
480422,The Ultimate Nightmare of Wizards of the Coast® Customer Service
480426,Cardboard Carapace
480431,Double Play
480435,Elvish Impersonators
480439,Flock of Rabid Sheep
480443,Free-Range Chicken
480447,Gerrymandering
480451,Ghazbán Ogress
480455,Growth Spurt
480459,Gus
480463,Hungry Hungry Heifer
480467,Incoming!
480472,"Mine, Mine, Mine!"
480477,Squirrel Farm
480481,Team Spirit
480485,"Timmy, Power Gamer"
480494,Blacker Lotus
480499,Bronze Calendar
480504,Chaos Confetti
480508,Clay Pigeon
480513,Giant Fan
480517,Jack-in-the-Mox
480522,Jester's Sombrero
480526,Mirror Mirror
480531,Paper Tiger
480536,Rock Lobster
480541,Scissors Lizard
480546,Spatula of the Ages
480550,Urza's Contact Lenses
480555,Urza's Science Fair Project
480601,Burst of Energy
480610,Cessation
480620,Defender of Law
480630,Devout Harpist
480650,Expendable Troops
480660,Hope and Glory
480670,Iron Will
480722,Opal Avenger
480732,Opal Champion
480742,Peace and Quiet
480773,"Radiant, Archangel"
480783,Radiant's Dragoons
480820,Anthroplasm
480840,Aura Flux
480849,Bouncing Beebles
480901,Intervene
480911,King Crab
480928,Miscalculation
480948,Palinchron
480980,Second Chance
480990,Slow Motion
481039,Walking Sponge
481049,Weatherseed Faeries
481086,Eviscerator
481095,Fog of Gnats
481113,Lurking Skirge
481212,Rank and File
481222,Sick and Tired
481232,Sleeper's Guile
481262,Tethered Skirge
481272,Treacherous Link
481290,About Face
481310,Defender of Chaos
481390,Last-Ditch Effort
481409,Molten Hydra
481419,Parch
481439,Pyromancy
481449,Rack and Ruin
481460,Rivalry
481470,Shivan Phoenix
481481,Sluggishness
481491,Viashino Bey
481500,Viashino Cutthroat
481528,Bloated Toad
481546,Darkwatch Elves
481587,Harmonic Convergence
481596,Hidden Gibbons
481629,"Multani, Maro-Sorcerer"
481638,Multani's Acolyte
481648,Multani's Presence
481667,Repopulate
481677,Silk Net
481687,Simian Grunts
481696,Treefolk Mystic
481705,Weatherseed Elf
481715,Weatherseed Treefolk
481736,Yavimaya Granger
481766,Angel's Trumpet
481795,Damping Engine
481825,Iron Maiden
481834,Jhoira's Toolbox
481843,Memory Jar
481864,Ring of Gix
481874,Scrapheap
481885,Thran Lens
481905,Thran Weaponry
482218,Angelic Renewal
482553,Back to Basics
484383,Adorable Kitten
484387,AWOL
484391,Emcee
484405,GO TO JAIL
484409,Humming-
484417,"Look at Me, I'm R&D"
484425,Old Guard
484429,Ordinary Pony
484438,Strutting Turkey
484463,Carnivorous Death-Parrot
484467,Cheatyface
484479,"Johnny, Combo Player"
484483,Magic Word
484487,Mer Man
484496,Rings a Bell
484500,Time Out
484504,Topsy Turvy
484508,Wall of Fortune
484517,Bat-
484526,Dirty Rat
484530,Duh
484539,Hoisted Hireling
484558,Inhumaniac
484570,Skull Saucer
484574,Snickering Squirrel
484578,Stinging Scorpion
484582,Abstract Iguanart
484591,Boomstacker
484595,Common Iguana
484599,Goblin Haberdasher
484603,Goblin S.W.A.T. Team
484618,Painiac
484622,Six-y Beast
484626,"Stet, Draconic Proofreader"
484634,Super-Duper Death Ray
484660,"Half-Squirrel, Half-"
484664,Mother Kangaroo
484678,Slaying Mantis
484682,Spirit of the Season
484700,Wild Crocodile
484704,Who // What // When // Where // Why
484724,Entirely Normal Armchair
484732,Krark's Other Thumb
484740,Pointy Finger of Doom
484759,Water Gun Balloon Game
484764,Underdome
488154,Atinlay Igpay
488172,Bosom Buddy
488180,Cardpecker
488190,Cheap Ass
488206,Collector Protector
488212,Drawn Together
488230,Erase (Not the Urza's Legacy One)
488237,Fascist Art Director
488244,"First Come, First Served"
488261,Head to Head
488268,Ladies' Knight
488276,Little Girl
488292,Man of Measure
488300,Save Life
488308,Standing Army
488328,Wordmail
488336,_____
488344,Ambiguity
488353,Artful Looter
488368,Brushstroke Paintermage
488375,Bursting Beebles
488399,Double Header
488405,Flaccify
488413,Framed!
488421,Greater Morphling
488440,Loose Lips
488447,Magical Hacker
488463,Moniker Mage
488471,Mouth to Mouth
488478,Now I Know My ABC's
488487,Number Crunch
488495,Question Elemental?
488514,Smart Ass
488522,Spell Counter
488538,Aesthetic Consultation
488547,Bad Ass
488557,Bloodletter
488590,Eye to Eye
488598,The Fallen Apart
488605,Farewell to Arms
488625,Kill! Destroy!
488632,Mother of Goons
488640,Necro-Impotence
488649,Persecute Artist
488658,Phyrexian Librarian
488666,Stop That
488675,Tainted Monkey
488681,Vile Bile
488689,Wet Willie of the Damned
488696,When Fluffy Bunnies Attack
488706,Working Stiff
488714,Zombie Fanboy
488722,Zzzyxas's Abyss
488730,Assquatch
488749,Curse of the Fire Penguin // Curse of the Fire Penguin Creature
488761,Deal Damage
488769,Dumb Ass
488777,Face to Face
488785,Frazzled Editor
488804,Goblin Secret Agent
488820,Mana Flair
488827,Mons's Goblin Waiters
488839,Orcish Paratroopers
488846,Punctuate
488854,Pygmy Giant
488862,Red-Hot Hottie
488870,Rocket-Powered Turbo Slug
488879,Sauté
488894,Touch and Go
488921,Creature Guy
488929,Elvish House Party
488937,Fat Ass
488945,Form of the Squirrel
488953,Fraction Jackson
488961,Gluetius Maximus
488977,Graphic Violence
488985,Keeper of the Sacred Word
488997,Land Aid '04
489004,Laughing Hyena
489016,Monkey Monkey Monkey
489026,Name Dropping
489046,Our Market Research Shows That Players Like Really Long Card Names So We Made this Card to Have the Absolute Longest Card Name Ever Elemental
489054,Remodel
489062,Shoe Tree
489072,Side to Side
489080,S.N.O.T.
489088,Stone-Cold Basilisk
489096,Supersize
489104,Symbol Status
489112,Uktabi Kong
489120,"""Ach! Hans, Run!"""
489137,Meddling Kids
489146,Rare-B-Gone
489183,Gleemax
489192,Letter Bomb
489202,Mana Screw
489213,Mox Lotus
489222,My First Tome
489242,Rod of Spanking
489249,Time Machine
489259,Togglodyte
489267,Toy Boat
489275,Urza's Hot Tub
489291,World-Bottling Kit
489300,City of Ass
489309,R&D's Secret Lair
489368,Super Secret Tech
489372,Absolute Grace
489379,Absolute Law
489399,Brilliant Halo
489412,Clear
489425,Defensive Formation
489437,Disciple of Law
489455,Faith Healer
489476,Herald of Serra
489510,Opal Acrolith
489516,Opal Archangel
489523,Opal Caryatid
489529,Opal Gargoyle
489535,Opal Titan
489566,Planar Birth
489585,Remembrance
489591,Rune of Protection: Artifacts
489598,Rune of Protection: Black
489604,Rune of Protection: Blue
489610,Rune of Protection: Green
489623,Rune of Protection: Red
489629,Rune of Protection: White
489660,Serra Zealot
489673,Serra's Hymn
489680,Serra's Liturgy
489686,Shimmering Barrier
489692,Silent Attendant
489705,Soul Sculptor
489711,Voice of Grace
489717,Voice of Law
489723,Waylay
489755,Attunement
489769,"Barrin, Master Wizard"
489814,Douse
489820,Drifting Djinn
489854,Gilded Drake
489861,Great Whale
489889,Launch
489895,Lilting Refrain
489901,Lingering Mirage
489915,Pendrell Drake
489921,Pendrell Flux
489939,Power Taint
489945,Recantation
489952,Rescind
489964,Sandbar Merfolk
489970,Sandbar Serpent
489981,Somnophore
489988,Spire Owl
489994,Stern Proctor
490038,Veil of Birds
490044,Veiled Apparition
490050,Veiled Crocodile
490056,Veiled Sentry
490081,Zephid
490087,Zephid's Embrace
490112,Blood Vassal
490125,Breach
490137,Carrion Beetles
490183,Despondency
490195,Discordant Dirge
490222,Expunge
490254,Lurking Evil
490260,Mana Leech
490287,Parasitic Bond
490313,Planar Void
490327,Rain of Filth
490333,Ravenous Skirge
490339,Reclusive Wight
490357,Sicken
490398,Unworthy Dead
490405,Vampiric Embrace
490411,Vebulid
490462,Antagonism
490485,Bravado
490491,Bulwark
490504,Destructive Urge
490516,Dromosaur
490522,Electryte
490528,Falter
490534,Fault Line
490540,Fiery Mantle
490585,Goblin Patrol
490603,Goblin War Buggy
490609,Guma
490615,Headlong Rush
490646,Meltdown
490658,Outmaneuver
490672,Raze
490684,Retromancer
490690,Rumbling Crescendo
490696,Scald
490710,Scrap
490722,Shivan Raptor
490754,Sulfuric Vapors
490767,Torch Song
490773,Viashino Outrider
490785,Viashino Sandswimmer
490792,Viashino Weaponsmith
490798,Vug Lizard
490817,Acridian
490848,Argothian Swine
490854,Argothian Wurm
490867,Blanchwood Treefolk
490885,Cave Tiger
490892,Child of Gaea
490898,Citanul Centaurs
490916,Crosswinds
490922,Elvish Herder
490964,Fortitude
490970,Gaea's Bounty
490996,Greener Pastures
491002,Hawkeater Moth
491008,Hidden Ancients
491014,Hidden Guerrillas
491026,Hidden Predators
491032,Hidden Spider
491038,Hidden Stag
491045,Hush
491057,Midsummer Revel
491076,Rejuvenate
491088,Sporogenesis
491108,Titania's Boon
491127,Treetop Rangers
491133,Venomous Fangs
491145,War Dance
491164,Winding Wurm
491170,Barrin's Codex
491203,Copper Gnomes
491240,Hopping Automaton
491252,Lifeline
491266,Metrognome
491280,Mobile Fort
491286,Noetic Scales
491311,Purging Scythe
491324,Temporal Aperture
491330,Thran Turbine
491362,Whetstone
491369,Wirecat
491421,Serra's Sanctum
491453,Tolarian Academy
491587,Aerial Toastmaster
491594,Amateur Auteur
491634,Chivalrous Chevalier
491650,Gimme Five
491664,"Half-Kitten, Half-"
491686,Knight of the Kitchen Sink
491731,Knight of the Widget
491738,Midlife Upgrade
491767,Rhino-
491775,Riveting Rigger
491790,Sacrifice Play
491797,Shaggy Camel
491805,Side Quest
491812,Success!
491820,Teacher's Pet
491835,Blurry Beeble
491842,Chipper Chopper
491858,Crafty Octopus
491865,Crow Storm
491873,Defective Detective
491880,Five-Finger Discount
491896,"Half-Shark, Half-"
491911,Kindly Cognician
491932,More or Less
491940,Novellamental
491970,Numbing Jellyfish
491978,S.N.E.A.K. Dispatcher
491986,Socketed Sprocketer
491994,Spell Suck
492001,Spy Eye
492009,Suspicious Nanny
492024,Very Cryptic Command
492084,Big Boa Constrictor
492091,capital offense
492105,Extremely Slow Zombie
492137,"Finders, Keepers"
492144,Hangman
492153,Hazmat Suit (Used)
492182,Ninja
492190,Old-Fashioned Vampire
492206,Overt Operative
492213,"""Rumors of My Death . . ."""
492228,Sly Spy
492288,Squirrel-Powered Scheme
492297,Steady-Handed Mook
492311,Subcontract
492326,Zombified
492341,Box of Free-Range Goblins
492349,Bumbling Pangolin
492372,Feisty Stegosaurus
492381,Garbage Elemental
492435,"Half-Orc, Half-"
492443,Hammer Helper
492449,Hammer Jammer
492457,Hammerfest Boomtacular
492472,It That Gets Left Hanging
492480,Just Desserts
492495,Party Crasher
492518,Steamflogger Temp
492525,Steamfloggery
492540,Target Minotaur
492576,Work a Double
492584,Wrench-Rigger
492600,Beast in Show
492629,Chittering Doom
492637,Clever Combo
492644,Druid of the Sacred Beaker
492651,Eager Beaver
492667,First Pick
492674,Ground Pounder
492747,Joyride Rigger
492754,Monkey-
492769,Multi-Headed
492776,Really Epic Punch
492784,Selfie Preservation
492800,Shellephant
492814,Squirrel Dealer
492822,Steamflogger Service Rep
492836,Willing Test Subject
492916,"Urza, Academy Headmaster"
492948,Border Guardian
492955,Buzzing Whack-a-Doodle
492963,Clock of DOOOOOOOOOOOOM!
492971,Cogmentor
492979,Contraption Cannon
492986,Curious Killbot
492995,Delighted Killbot
493003,Despondent Killbot
493011,Enraged Killbot
493078,Gnome-Made Engine
493107,Labro Bot
493115,Lobe Lobber
493122,Mad Science Fair Project
493138,Proper Laboratory Attire
493145,Robo-
493160,Staff of the Letter Magus
493168,Stamp of Approval
493175,Steam-Powered
493183,Steel Squirrel
493199,Voracious Vacuum
493206,Secret Base
493255,Accessories to Murder
493263,Applied Aeronautics
493270,Arms Depot
493278,Auto-Key
493285,Bee-Bee Gun
493293,Boomflinger
493300,Buzz Buggy
493308,Deadly Poison Sampler
493316,Dictation Quillograph
493323,Dispatch Dispensary
493331,Division Table
493338,Dogsnail Engine
493347,Dual Doomsuits
493355,Duplication Device
493363,Faerie Aerie
493371,Genetic Recombinator
493379,Gift Horse
493387,Gnomeball Machine
493395,Goblin Slingshot
493403,Guest List
493410,Hard Hat Area
493418,Head Banger
493425,Hypnotic Swirly Disc
493433,Inflation Station
493440,Insufferable Syphon
493448,Jamming Device
493456,Lackey Recycler
493463,Mandatory Friendship Shackles
493470,Neural Network
493478,Oaken Power Suit
493486,Optical Optimizer
493493,Pet Project
493501,Quick-Stick Lick Trick
493509,Rapid Prototyper
493517,Record Store
493525,Refibrillator
493533,Sap Sucker
493540,Sundering Fork
493547,Targeting Rocket
493555,Thud-for-Duds
493563,Top-Secret Tunnel
493570,Tread Mill
493578,Turbo-Thwacking Auto-Hammer
493586,Twiddlestick Charger
493593,Widget Contraption
494387,Equipoise
494394,Eye of Singularity
494407,Gossamer Chains
494420,Hope Charm
494439,Knight of Valor
494459,Parapet
494471,Relic Ward
494489,Retribution of the Meek
494509,Teferi's Honor Guard
494515,Tithe
494528,Zhalfirin Crusader
494535,Betrayal
494542,Breezekeeper
494548,Chronatog
494569,Dream Tides
494576,Flooded Shoreline
494583,Foreshadow
494601,Knight of the Mists
494613,Mystic Veil
494632,Rainbow Efreet
494638,Shimmering Efreet
494644,Shrieking Drake
494650,Teferi's Realm
494657,Three Wishes
494664,Time and Tide
494676,Vanishing
494682,Vision Charm
494695,Aku Djinn
494702,Blanket of Night
494709,Brood of Cockroaches
494734,Death Watch
494740,Desolation
494746,Fallen Askari
494752,Forbidden Ritual
494766,Infernal Harvest
494772,Kaervek's Spite
494796,Pillar Tombs of Aku
494808,Suq'Ata Assassin
494851,Bogardan Phoenix
494858,Dwarven Vigilantes
494864,Elkin Lair
494885,Goblin Swine-Rider
494891,Hearth Charm
494898,Heat Wave
494910,Keeper of Kookus
494916,Kookus
494922,Lightning Cloud
494929,Mob Mentality
494935,Ogre Enforcer
494941,Raging Gorilla
494954,Rock Slide
494960,Solfatara
494966,Song of Blood
494985,Talruum Champion
494991,Talruum Piper
495015,City of Solitude
495048,Feral Instinct
495060,Katabatic Winds
495072,Kyscu Drake
495078,Lichenthrope
495084,Mortal Wound
495103,Quirion Druid
495129,Spider Climb
495162,Wind Shear
495174,Breathstealer's Crypt
495181,Corrosion
